Lot Area,Gr Liv Area,Garage Area,SalePrice,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
7200,1690,624,156500,1,0,0,0,0
5400,599,0,59000,1,0,0,0,0
5400,1374,338,105000,1,0,0,0,0
10800,846,576,106000,1,0,0,0,0
10800,725,320,78500,1,0,0,0,0
9671,2544,907,190000,0,0,1,0,0
10143,1380,364,154000,1,0,0,0,0
11500,1040,480,163000,1,0,0,0,0
11643,2634,968,200000,0,0,1,0,0
8010,951,480,143500,1,0,0,0,0
10454,1105,308,135000,1,0,0,0,0
8712,1306,756,153000,1,0,0,0,0
17600,1478,498,157500,1,0,0,0,0
9000,1142,384,113500,1,0,0,0,0
12144,1268,288,133000,1,0,0,0,0
8544,1040,400,92900,0,0,1,0,0
8064,1133,900,128500,1,0,0,0,0
7200,1040,420,90000,0,0,1,0,0
7200,1904,240,138000,1,0,0,0,0
7350,1041,294,128000,1,0,0,0,0
7560,1339,294,139000,1,0,0,0,0
7200,732,240,118900,1,0,0,0,0
8000,1183,288,138000,1,0,0,0,0
7931,1148,672,132500,1,0,0,0,0
10800,1461,384,133500,1,0,0,0,0
8064,1495,576,135000,1,0,0,0,0
7570,1806,483,144750,1,0,0,0,0
8604,941,564,145000,0,0,1,0,0
7936,1045,264,127000,1,0,0,0,0
6600,894,308,109500,1,0,0,0,0
3950,1224,210,115000,1,0,0,0,0
10440,1230,440,110000,1,0,0,0,0
4080,1378,162,128900,1,0,0,0,0
10307,1944,324,103500,0,0,1,0,0
5720,1131,200,66500,1,0,0,0,0
15660,1306,472,130000,1,0,0,0,0
9900,1464,0,129000,1,0,0,0,0
6406,1558,400,150000,1,0,0,0,0
6600,2372,432,107500,1,0,0,0,0
7627,1701,0,94550,0,1,0,0,0
7596,1960,400,124500,0,0,1,0,0
3378,1389,240,135000,1,0,0,0,0
10134,1447,0,103000,1,0,0,0,0
6000,936,576,93000,0,1,0,0,0
6000,1328,308,129500,1,0,0,0,0
6000,1387,256,93000,0,1,0,0,0
7404,861,288,80000,1,0,0,0,0
5925,612,308,45000,1,0,0,0,0
5925,968,0,37900,1,0,0,0,0
5784,886,273,91300,1,0,0,0,0
8520,792,287,99500,1,0,0,0,0
4456,1452,0,113000,0,1,0,0,0
9600,1510,720,87500,1,0,0,0,0
3500,1284,240,110000,1,0,0,0,0
8100,2138,360,106000,1,0,0,0,0
11700,2640,864,265979,1,0,0,0,0
8400,2007,357,160000,1,0,0,0,0
3600,1288,280,119000,1,0,0,0,0
17671,1742,424,168000,1,0,0,0,0
3300,816,0,58500,1,0,0,0,0
9000,1482,324,143000,1,0,0,0,0
7200,1022,280,85000,1,0,0,0,0
8820,1869,456,124900,1,0,0,0,0
5400,1480,207,119000,1,0,0,0,0
9720,1521,640,146500,1,0,0,0,0
7879,720,0,34900,1,0,0,0,0
9392,797,0,44000,1,0,0,0,0
21384,1576,528,223500,1,0,0,0,0
6615,1432,216,149000,1,0,0,0,0
7264,1548,672,205000,1,0,0,0,0
4960,1654,336,137000,1,0,0,0,0
8854,952,192,121000,1,0,0,0,0
6000,1324,240,128000,1,0,0,0,0
6000,1176,624,134900,1,0,0,0,0
6000,1348,216,117000,1,0,0,0,0
6000,1412,280,132500,1,0,0,0,0
6000,1142,320,93000,1,0,0,0,0
6000,904,180,119000,1,0,0,0,0
6911,1301,440,100000,1,0,0,0,0
6120,1539,576,141500,1,0,0,0,0
6120,1573,240,133000,1,0,0,0,0
6120,800,0,60000,1,0,0,0,0
6120,875,180,105000,1,0,0,0,0
6120,995,264,115000,1,0,0,0,0
6120,1582,250,150000,1,0,0,0,0
8635,1072,1184,126500,1,0,0,0,0
11888,2134,441,214500,1,0,0,0,0
11414,2019,532,167500,1,0,0,0,0
8094,1768,576,155000,1,0,0,0,0
2500,1826,164,155000,1,0,0,0,0
9928,1944,216,179900,1,0,0,0,0
5520,2229,0,104000,1,0,0,0,0
3000,2128,0,62500,0,0,1,0,0
6876,1930,316,149000,1,0,0,0,0
6240,1208,539,103000,1,0,0,0,0
5775,1427,379,123000,1,0,0,0,0
5852,1864,0,97500,0,1,0,0,0
5160,1666,384,135000,1,0,0,0,0
5160,892,0,70000,1,0,0,0,0
10320,1403,308,116000,0,1,0,0,0
4280,704,220,88750,1,0,0,0,0
10800,1200,0,179000,0,0,1,0,0
10800,1200,0,179000,0,0,1,0,0
10547,1152,252,159900,0,0,1,0,0
10020,904,0,61000,1,0,0,0,0
6629,1369,300,103600,1,0,0,0,0
9780,1112,226,63000,1,0,0,0,0
12886,1464,480,175000,1,0,0,0,0
8816,1121,480,139000,1,0,0,0,0
11184,1683,440,172500,1,0,0,0,0
11625,1052,668,113500,1,0,0,0,0
7800,899,288,130000,1,0,0,0,0
8014,1034,504,149900,1,0,0,0,0
7252,858,576,134900,1,0,0,0,0
8740,860,528,137000,1,0,0,0,0
11616,1092,288,139000,1,0,0,0,0
15400,1774,384,165000,1,0,0,0,0
15312,1138,480,148000,1,0,0,0,0
15584,2071,336,165000,1,0,0,0,0
9000,660,0,63900,1,0,0,0,0
11250,1788,304,161500,1,0,0,0,0
25095,1473,452,143000,1,0,0,0,0
17140,1229,284,135000,1,0,0,0,0
12342,861,539,82500,1,0,0,0,0
10708,1867,303,190000,1,0,0,0,0
13680,1733,452,139600,1,0,0,0,0
15635,1383,498,122000,1,0,0,0,0
9855,1689,480,127500,1,0,0,0,0
9571,1073,340,121500,1,0,0,0,0
9571,1276,350,60000,1,0,0,0,0
9350,1639,240,154400,1,0,0,0,0
9340,672,234,113000,1,0,0,0,0
7440,1089,252,125000,1,0,0,0,0
11500,845,290,84000,1,0,0,0,0
4235,1049,266,139500,0,0,0,0,1
11409,1716,281,131000,1,0,0,0,0
9060,1258,280,105000,1,0,0,0,0
9084,1510,296,108000,1,0,0,0,0
10778,1061,462,162000,1,0,0,0,0
19255,1338,576,156500,1,0,0,0,0
12327,2132,612,316600,1,0,0,0,0
14684,2196,701,271900,1,0,0,0,0
9317,1775,425,213000,1,0,0,0,0
10560,1879,473,239900,1,0,0,0,0
9828,2020,466,239500,1,0,0,0,0
26400,2016,576,131000,1,0,0,0,0
7018,1535,410,118964,0,0,1,0,0
7018,1224,528,153337,0,0,1,0,0
7018,2228,720,147983,0,0,1,0,0
7018,1535,400,118858,0,0,1,0,0
7018,1535,400,118858,0,0,1,0,0
7018,2240,528,142953,0,0,1,0,0
7040,1229,672,148325,0,0,1,0,0
7007,1513,400,113722,0,0,1,0,0
11855,2787,820,269500,0,0,1,0,0
7939,2787,820,269500,0,0,1,0,0
7976,2787,820,269500,0,0,1,0,0
10933,1680,1138,323262,1,0,0,0,0
10637,1718,826,297000,1,0,0,0,0
10226,1630,860,295493,1,0,0,0,0
10816,1720,846,332000,1,0,0,0,0
9178,1468,904,239900,1,0,0,0,0
10769,1768,578,212000,1,0,0,0,0
11422,1838,524,272500,1,0,0,0,0
11923,1800,702,239000,1,0,0,0,0
8814,1604,660,220000,1,0,0,0,0
6762,1290,662,200000,1,0,0,0,0
10324,1254,810,221800,1,0,0,0,0
7314,1232,632,194500,1,0,0,0,0
11645,1498,844,237000,1,0,0,0,0
11646,1422,440,173000,1,0,0,0,0
12800,1644,569,275000,1,0,0,0,0
16698,1759,525,233500,1,0,0,0,0
28698,2126,538,185000,1,0,0,0,0
12464,1040,576,152000,1,0,0,0,0
9757,990,440,143000,1,0,0,0,0
15426,1764,470,231500,1,0,0,0,0
10667,1661,550,212000,1,0,0,0,0
14753,1463,539,207000,1,0,0,0,0
10859,1097,672,145000,1,0,0,0,0
8072,990,480,138000,1,0,0,0,0
10400,1779,546,197900,1,0,0,0,0
10335,1501,577,204000,1,0,0,0,0
9017,1431,666,192000,1,0,0,0,0
8750,1772,492,200000,1,0,0,0,0
8935,1660,493,195000,1,0,0,0,0
9808,1573,544,227000,1,0,0,0,0
12420,1840,622,230000,1,0,0,0,0
16285,1430,605,187100,1,0,0,0,0
10739,1444,577,203000,1,0,0,0,0
11166,1492,608,201000,1,0,0,0,0
8430,1040,0,124000,1,0,0,0,0
16269,907,343,140000,1,0,0,0,0
6950,914,444,134900,1,0,0,0,0
8800,1040,484,150500,1,0,0,0,0
7000,864,336,136500,1,0,0,0,0
9286,1268,252,143500,1,0,0,0,0
15523,864,338,133500,1,0,0,0,0
7200,894,600,123000,1,0,0,0,0
7200,768,396,133900,1,0,0,0,0
8445,768,396,133000,1,0,0,0,0
11664,1611,1231,250000,1,0,0,0,0
12334,2184,570,254750,1,0,0,0,0
11838,1788,522,236500,1,0,0,0,0
11885,1872,531,261500,1,0,0,0,0
11050,2153,736,313000,1,0,0,0,0
8749,1725,550,198500,1,0,0,0,0
11250,1870,608,211000,1,0,0,0,0
15750,1513,521,220000,1,0,0,0,0
11883,1504,478,203000,1,0,0,0,0
12782,1828,523,279500,1,0,0,0,0
8750,1417,511,210000,1,0,0,0,0
9375,2034,645,219500,1,0,0,0,0
8750,1716,512,191000,1,0,0,0,0
9100,1212,573,178000,1,0,0,0,0
9750,1630,451,213000,1,0,0,0,0
4435,848,420,144000,0,0,0,0,1
4435,848,420,140000,0,0,0,0,1
10200,1602,810,293200,1,0,0,0,0
9313,1728,572,190000,1,0,0,0,0
8487,1500,570,190000,1,0,0,0,0
8633,1476,540,173500,1,0,0,0,0
11069,1396,440,170000,1,0,0,0,0
8777,1126,520,108000,1,0,0,0,0
9937,1486,480,167000,1,0,0,0,0
8877,816,288,100000,1,0,0,0,0
7301,1922,672,198500,1,0,0,0,0
7950,1426,440,159500,1,0,0,0,0
10682,1149,544,127000,1,0,0,0,0
7200,1125,352,125000,1,0,0,0,0
13286,1698,768,320000,1,0,0,0,0
3675,1072,525,145500,0,0,0,0,1
9405,698,0,118000,1,0,0,0,0
6410,876,320,85000,1,0,0,0,0
11767,1368,195,120000,1,0,0,0,0
8405,1529,240,98000,1,0,0,0,0
4060,864,0,99900,1,0,0,0,0
10206,944,528,82000,1,0,0,0,0
10926,1678,0,119900,0,0,1,0,0
11767,1560,313,103500,1,0,0,0,0
8926,960,288,112000,1,0,0,0,0
12354,1196,528,110000,1,0,0,0,0
8212,1298,256,122000,1,0,0,0,0
10998,1604,660,117000,1,0,0,0,0
6300,1268,250,160000,1,0,0,0,0
4500,1520,281,159434,1,0,0,0,0
8400,438,246,60000,1,0,0,0,0
9900,1489,240,139500,1,0,0,0,0
15863,3082,672,197000,1,0,0,0,0
5707,1242,180,105000,1,0,0,0,0
7804,1981,576,135000,1,0,0,0,0
8574,1232,440,147500,1,0,0,0,0
6171,1608,216,137450,1,0,0,0,0
7200,1135,576,155000,1,0,0,0,0
7558,1913,342,177000,1,0,0,0,0
6292,1477,216,145000,1,0,0,0,0
7155,1228,215,137000,1,0,0,0,0
10918,2080,282,234000,1,0,0,0,0
13680,1567,440,205000,1,0,0,0,0
7500,1494,213,177500,1,0,0,0,0
9600,1308,256,160000,1,0,0,0,0
14680,1273,307,155000,1,0,0,0,0
13360,964,432,163500,1,0,0,0,0
7681,1343,186,154900,1,0,0,0,0
8145,2480,400,205000,0,0,1,0,0
9100,1112,390,144800,1,0,0,0,0
12000,1564,234,174500,1,0,0,0,0
13339,1561,463,193000,1,0,0,0,0
15600,1523,295,158000,1,0,0,0,0
14000,1152,300,158500,1,0,0,0,0
17500,1906,576,224000,1,0,0,0,0
1733,1032,452,115000,0,0,0,1,0
1488,1229,462,137000,0,0,0,0,1
1612,1229,462,121000,0,0,0,1,0
1300,1229,462,124000,0,0,0,0,1
13607,1982,501,208000,1,0,0,0,0
17597,2365,551,315000,1,0,0,0,0
21695,1680,540,222000,1,0,0,0,0
10690,1344,468,147000,1,0,0,0,0
8660,2168,576,123000,1,0,0,0,0
6402,1192,189,78000,1,0,0,0,0
8470,1526,0,85000,1,0,0,0,0
10200,572,200,75000,1,0,0,0,0
3843,1648,482,230000,0,0,0,0,1
21780,810,280,57625,1,0,0,0,0
10125,2052,642,251000,1,0,0,0,0
12822,2149,670,239686,1,0,0,0,0
12118,1710,550,240000,1,0,0,0,0
12209,1961,560,215000,1,0,0,0,0
9750,926,351,156450,1,0,0,0,0
9360,1287,541,173000,1,0,0,0,0
10125,1734,539,126000,0,0,1,0,0
9947,1217,497,173000,1,0,0,0,0
11070,1595,672,152000,1,0,0,0,0
14375,1344,525,137500,1,0,0,0,0
215245,2036,513,375000,1,0,0,0,0
12898,1620,912,315500,1,0,0,0,0
13159,1692,650,224500,1,0,0,0,0
13438,2036,780,410000,1,0,0,0,0
14463,1641,885,316500,1,0,0,0,0
8925,1466,610,201000,1,0,0,0,0
11457,1412,576,175000,1,0,0,0,0
9839,2237,440,204000,1,0,0,0,0
14419,1479,578,213500,1,0,0,0,0
6853,1296,471,220000,1,0,0,0,0
9157,2014,486,170000,1,0,0,0,0
14601,1838,765,315000,1,0,0,0,0
12633,1978,920,425000,1,0,0,0,0
12518,1008,384,139500,1,0,0,0,0
21750,1771,336,115000,1,0,0,0,0
4500,1204,412,162000,0,0,0,0,1
4500,1224,402,165000,0,0,0,0,1
1596,988,297,91000,0,0,0,1,0
9858,874,288,130000,1,0,0,0,0
1526,630,286,86000,0,0,0,1,0
13383,1404,504,160000,1,0,0,0,0
1477,630,286,80000,0,0,0,0,1
1533,1344,0,97000,0,0,0,1,0
2217,1092,286,88000,0,0,0,0,1
7689,796,336,131900,1,0,0,0,0
7706,1091,429,131250,1,0,0,0,0
9101,1110,602,165500,1,0,0,0,0
8780,833,0,112000,1,0,0,0,0
7669,883,698,149000,1,0,0,0,0
14115,1362,480,143000,1,0,0,0,0
10429,1287,440,130000,1,0,0,0,0
9819,1567,714,196000,1,0,0,0,0
10457,1632,898,173000,1,0,0,0,0
11029,1414,601,176500,1,0,0,0,0
12925,2117,550,237500,1,0,0,0,0
11075,2112,576,206900,1,0,0,0,0
8702,1604,470,187500,1,0,0,0,0
8139,1470,420,165000,1,0,0,0,0
9535,1604,472,195500,1,0,0,0,0
9042,1638,472,192000,1,0,0,0,0
15038,1636,386,173000,1,0,0,0,0
14137,1384,404,177900,1,0,0,0,0
21872,1446,406,175000,1,0,0,0,0
4923,1593,682,286000,0,0,0,0,1
